Matches,Year,Season ,City,Date,Match_type,Player_of_match,Venue,Home Team,Visiting Team,Toss_winner,Toss_decision,Match Winner,Home/Away Result,Won By,Result_margin,Winning Margin Category,Target_Runs,Target_overs,Super_over,Result Method
6,2018,Season 11,Jaipur,11-04-2018,League,SV Samson,Sawai Mansingh Stadium,Rajasthan Royals,Delhi Capitals,Delhi Capitals,Fielding,Rajasthan Royals,Home Win,Runs,10,Close Match,71,6,No,D/L
7,2018,Season 11,Hyderabad,12-04-2018,League,Rashid Khan,Rajiv Gandhi International Stadium,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,Fielding,Sunrisers Hyderabad,Away Win,wickets,1,Close Match,148,20,No,Normal
8,2018,Season 11,Bengaluru,13-04-2018,League,UT Yadav,M Chinnaswamy Stadium,Punjab Kings,Royal Challengers Bengaluru,Royal Challengers Bengaluru,Fielding,Royal Challengers Bengaluru,Away Win,wickets,4,Moderate Win,156,20,No,Normal
9,2018,Season 11,Mumbai,14-04-2018,League,JJ Roy,Wankhede Stadium,Mumbai Indians,Delhi Capitals,Delhi Capitals,Fielding,Delhi Capitals,Away Win,wickets,7,Dominating Win,195,20,No,Normal
10,2018,Season 11,Kolkata,14-04-2018,League,B Stanlake,Eden Gardens,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,Fielding,Sunrisers Hyderabad,Away Win,wickets,5,Moderate Win,139,20,No,Normal
11,2018,Season 11,Bengaluru,15-04-2018,League,SV Samson,M Chinnaswamy Stadium,Rajasthan Royals,Royal Challengers Bengaluru,Royal Challengers Bengaluru,Fielding,Rajasthan Royals,Home Win,Runs,19,Moderate Win,218,20,No,Normal
12,2018,Season 11,Chandigarh,15-04-2018,League,CH Gayle,"Punjab Cricket Association Stadium, Mohali",Punjab Kings,Chennai Super Kings,Chennai Super Kings,Fielding,Punjab Kings,Home Win,Runs,4,Close Match,198,20,No,Normal
13,2018,Season 11,Kolkata,16-04-2018,League,N Rana,Eden Gardens,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,Fielding,Kolkata Knight Riders,Home Win,Runs,71,Dominating Win,201,20,No,Normal
14,2018,Season 11,Mumbai,17-04-2018,League,RG Sharma,Wankhede Stadium,Mumbai Indians,Royal Challengers Bengaluru,Royal Challengers Bengaluru,Fielding,Mumbai Indians,Home Win,Runs,46,Moderate Win,214,20,No,Normal
15,2018,Season 11,Jaipur,18-04-2018,League,N Rana,Sawai Mansingh Stadium,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,Fielding,Kolkata Knight Riders,Away Win,wickets,7,Dominating Win,161,20,No,Normal
16,2018,Season 11,Chandigarh,19-04-2018,League,CH Gayle,"Punjab Cricket Association Stadium, Mohali",Punjab Kings,Sunrisers Hyderabad,Punjab Kings,Bating,Punjab Kings,Home Win,Runs,15,Moderate Win,194,20,No,Normal
17,2018,Season 11,Pune,20-04-2018,League,SR Watson,Maharashtra Cricket Association Stadium,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,Fielding,Chennai Super Kings,Home Win,Runs,64,Dominating Win,205,20,No,Normal
18,2018,Season 11,Kolkata,21-04-2018,League,KL Rahul,Eden Gardens,Kolkata Knight Riders,Punjab Kings,Punjab Kings,Fielding,Punjab Kings,Away Win,wickets,9,Dominating Win,125,13,No,D/L
19,2018,Season 11,Bengaluru,21-04-2018,League,AB de Villiers,M Chinnaswamy Stadium,Delhi Capitals,Royal Challengers Bengaluru,Royal Challengers Bengaluru,Fielding,Royal Challengers Bengaluru,Away Win,wickets,6,Moderate Win,175,20,No,Normal
20,2018,Season 11,Hyderabad,22-04-2018,League,AT Rayudu,Rajiv Gandhi International Stadium,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,Fielding,Chennai Super Kings,Home Win,Runs,4,Close Match,183,20,No,Normal
21,2018,Season 11,Jaipur,22-04-2018,League,JC Archer,Sawai Mansingh Stadium,Mumbai Indians,Rajasthan Royals,Mumbai Indians,Bating,Rajasthan Royals,Away Win,wickets,3,Close Match,168,20,No,Normal
22,2018,Season 11,Delhi,23-04-2018,League,AS Rajpoot,"Arun Jaitley Stadium, Delhi",Punjab Kings,Delhi Capitals,Delhi Capitals,Fielding,Punjab Kings,Home Win,Runs,4,Close Match,144,20,No,Normal
23,2018,Season 11,Mumbai,24-04-2018,League,Rashid Khan,Wankhede Stadium,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,Fielding,Sunrisers Hyderabad,Home Win,Runs,31,Moderate Win,119,20,No,Normal
24,2018,Season 11,Bengaluru,25-04-2018,League,MS Dhoni,M Chinnaswamy Stadium,Royal Challengers Bengaluru,Chennai Super Kings,Chennai Super Kings,Fielding,Chennai Super Kings,Away Win,wickets,5,Moderate Win,206,20,No,Normal
25,2018,Season 11,Hyderabad,26-04-2018,League,AS Rajpoot,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,Fielding,Sunrisers Hyderabad,Home Win,Runs,13,Moderate Win,133,20,No,Normal
26,2018,Season 11,Delhi,27-04-2018,League,SS Iyer,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,Fielding,Delhi Capitals,Home Win,Runs,55,Dominating Win,220,20,No,Normal
27,2018,Season 11,Pune,28-04-2018,League,RG Sharma,Maharashtra Cricket Association Stadium,Chennai Super Kings,Mumbai Indians,Mumbai Indians,Fielding,Mumbai Indians,Away Win,wickets,8,Dominating Win,170,20,No,Normal
28,2018,Season 11,Jaipur,29-04-2018,League,KS Williamson,Sawai Mansingh Stadium,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,Bating,Sunrisers Hyderabad,Home Win,Runs,11,Moderate Win,152,20,No,Normal
29,2018,Season 11,Bengaluru,29-04-2018,League,CA Lynn,M Chinnaswamy Stadium,Royal Challengers Bengaluru,Kolkata Knight Riders,Kolkata Knight Riders,Fielding,Kolkata Knight Riders,Away Win,wickets,6,Moderate Win,176,20,No,Normal
30,2018,Season 11,Pune,30-04-2018,League,SR Watson,Maharashtra Cricket Association Stadium,Chennai Super Kings,Delhi Capitals,Delhi Capitals,Fielding,Chennai Super Kings,Home Win,Runs,13,Moderate Win,212,20,No,Normal
31,2018,Season 11,Bengaluru,01-05-2018,League,TG Southee,M Chinnaswamy Stadium,Royal Challengers Bengaluru,Mumbai Indians,Mumbai Indians,Fielding,Royal Challengers Bengaluru,Home Win,Runs,14,Moderate Win,168,20,No,Normal
32,2018,Season 11,Delhi,02-05-2018,League,RR Pant,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Rajasthan Royals,Rajasthan Royals,Fielding,Delhi Capitals,Home Win,Runs,4,Close Match,151,12,No,D/L
33,2018,Season 11,Kolkata,03-05-2018,League,SP Narine,Eden Gardens,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,Fielding,Kolkata Knight Riders,Away Win,wickets,6,Moderate Win,178,20,No,Normal
34,2018,Season 11,Indore,04-05-2018,League,SA Yadav,Holkar Cricket Stadium,Punjab Kings,Mumbai Indians,Mumbai Indians,Fielding,Mumbai Indians,Away Win,wickets,6,Moderate Win,175,20,No,Normal
35,2018,Season 11,Pune,05-05-2018,League,RA Jadeja,Maharashtra Cricket Association Stadium,Royal Challengers Bengaluru,Chennai Super Kings,Chennai Super Kings,Fielding,Chennai Super Kings,Away Win,wickets,6,Moderate Win,128,20,No,Normal
36,2018,Season 11,Hyderabad,05-05-2018,League,Rashid Khan,Rajiv Gandhi International Stadium,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,Bating,Sunrisers Hyderabad,Away Win,wickets,7,Dominating Win,164,20,No,Normal
37,2018,Season 11,Mumbai,06-05-2018,League,HH Pandya,Wankhede Stadium,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,Fielding,Mumbai Indians,Home Win,Runs,13,Moderate Win,182,20,No,Normal
38,2018,Season 11,Indore,06-05-2018,League,Mujeeb Ur Rahman,Holkar Cricket Stadium,Rajasthan Royals,Punjab Kings,Punjab Kings,Fielding,Punjab Kings,Away Win,wickets,6,Moderate Win,153,20,No,Normal
39,2018,Season 11,Hyderabad,07-05-2018,League,KS Williamson,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,Royal Challengers Bengaluru,Royal Challengers Bengaluru,Fielding,Sunrisers Hyderabad,Home Win,Runs,5,Close Match,147,20,No,Normal
40,2018,Season 11,Jaipur,08-05-2018,League,JC Buttler,Sawai Mansingh Stadium,Rajasthan Royals,Punjab Kings,Rajasthan Royals,Bating,Rajasthan Royals,Home Win,Runs,15,Moderate Win,159,20,No,Normal
41,2018,Season 11,Kolkata,09-05-2018,League,Ishan Kishan,Eden Gardens,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,Fielding,Mumbai Indians,Home Win,Runs,102,Dominating Win,211,20,No,Normal
42,2018,Season 11,Delhi,10-05-2018,League,S Dhawan,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,Bating,Sunrisers Hyderabad,Away Win,wickets,9,Dominating Win,188,20,No,Normal
43,2018,Season 11,Jaipur,11-05-2018,League,JC Buttler,Sawai Mansingh Stadium,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,Bating,Rajasthan Royals,Away Win,wickets,4,Moderate Win,177,20,No,Normal
44,2018,Season 11,Indore,12-05-2018,League,SP Narine,Holkar Cricket Stadium,Kolkata Knight Riders,Punjab Kings,Punjab Kings,Fielding,Kolkata Knight Riders,Home Win,Runs,31,Moderate Win,246,20,No,Normal
45,2018,Season 11,Delhi,12-05-2018,League,AB de Villiers,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Royal Challengers Bengaluru,Royal Challengers Bengaluru,Fielding,Royal Challengers Bengaluru,Away Win,wickets,5,Moderate Win,182,20,No,Normal
46,2018,Season 11,Pune,13-05-2018,League,AT Rayudu,Maharashtra Cricket Association Stadium,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,Fielding,Chennai Super Kings,Away Win,wickets,8,Dominating Win,180,20,No,Normal
47,2018,Season 11,Mumbai,13-05-2018,League,JC Buttler,Wankhede Stadium,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,Fielding,Rajasthan Royals,Away Win,wickets,7,Dominating Win,169,20,No,Normal
48,2018,Season 11,Indore,14-05-2018,League,UT Yadav,Holkar Cricket Stadium,Punjab Kings,Royal Challengers Bengaluru,Royal Challengers Bengaluru,Fielding,Royal Challengers Bengaluru,Away Win,wickets,10,Dominating Win,89,20,No,Normal
49,2018,Season 11,Kolkata,15-05-2018,League,Kuldeep Yadav,Eden Gardens,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,Fielding,Kolkata Knight Riders,Away Win,wickets,6,Moderate Win,143,20,No,Normal
50,2018,Season 11,Mumbai,16-05-2018,League,JJ Bumrah,Wankhede Stadium,Mumbai Indians,Punjab Kings,Punjab Kings,Fielding,Mumbai Indians,Home Win,Runs,3,Close Match,187,20,No,Normal
51,2018,Season 11,Bengaluru,17-05-2018,League,AB de Villiers,M Chinnaswamy Stadium,Royal Challengers Bengaluru,Sunrisers Hyderabad,Sunrisers Hyderabad,Fielding,Royal Challengers Bengaluru,Home Win,Runs,14,Moderate Win,219,20,No,Normal
52,2018,Season 11,Delhi,18-05-2018,League,HV Patel,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Chennai Super Kings,Chennai Super Kings,Fielding,Delhi Capitals,Home Win,Runs,34,Moderate Win,163,20,No,Normal
53,2018,Season 11,Jaipur,19-05-2018,League,S Gopal,Sawai Mansingh Stadium,Rajasthan Royals,Royal Challengers Bengaluru,Rajasthan Royals,Bating,Rajasthan Royals,Home Win,Runs,30,Moderate Win,165,20,No,Normal
54,2018,Season 11,Hyderabad,19-05-2018,League,CA Lynn,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,Bating,Kolkata Knight Riders,Away Win,wickets,5,Moderate Win,173,20,No,Normal
55,2018,Season 11,Delhi,20-05-2018,League,A Mishra,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Mumbai Indians,Delhi Capitals,Bating,Delhi Capitals,Home Win,Runs,11,Moderate Win,175,20,No,Normal
56,2018,Season 11,Pune,20-05-2018,League,L Ngidi,Maharashtra Cricket Association Stadium,Punjab Kings,Chennai Super Kings,Chennai Super Kings,Fielding,Chennai Super Kings,Away Win,wickets,5,Moderate Win,154,20,No,Normal
57,2018,Season 11,Mumbai,22-05-2018,Playoffs,F du Plessis,Wankhede Stadium,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,Fielding,Chennai Super Kings,Away Win,wickets,2,Close Match,140,20,No,Normal
58,2018,Season 11,Kolkata,23-05-2018,Playoffs,AD Russell,Eden Gardens,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,Fielding,Kolkata Knight Riders,Home Win,Runs,25,Moderate Win,170,20,No,Normal
59,2018,Season 11,Kolkata,25-05-2018,Playoffs,Rashid Khan,Eden Gardens,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,Fielding,Sunrisers Hyderabad,Home Win,Runs,14,Moderate Win,175,20,No,Normal
60,2018,Season 11,Mumbai,27-05-2018,Final,SR Watson,Wankhede Stadium,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,Fielding,Chennai Super Kings,Away Win,wickets,8,Dominating Win,179,20,No,Normal
1,2019,Season 12,Chennai,23-03-2019,League,Harbhajan Singh,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bengaluru,Chennai Super Kings,Chennai Super Kings,Fielding,Chennai Super Kings,Away Win,wickets,7,Dominating Win,71,20,No,Normal
2,2019,Season 12,Kolkata,24-03-2019,League,AD Russell,Eden Gardens,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,Fielding,Kolkata Knight Riders,Away Win,wickets,6,Moderate Win,182,20,No,Normal
3,2019,Season 12,Mumbai,24-03-2019,League,RR Pant,Wankhede Stadium,Delhi Capitals,Mumbai Indians,Mumbai Indians,Fielding,Delhi Capitals,Home Win,Runs,37,Moderate Win,214,20,No,Normal
4,2019,Season 12,Jaipur,25-03-2019,League,CH Gayle,Sawai Mansingh Stadium,Punjab Kings,Rajasthan Royals,Rajasthan Royals,Fielding,Punjab Kings,Home Win,Runs,14,Moderate Win,185,20,No,Normal
5,2019,Season 12,Delhi,26-03-2019,League,SR Watson,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Chennai Super Kings,Delhi Capitals,Bating,Chennai Super Kings,Away Win,wickets,6,Moderate Win,148,20,No,Normal
6,2019,Season 12,Kolkata,27-03-2019,League,AD Russell,Eden Gardens,Kolkata Knight Riders,Punjab Kings,Punjab Kings,Fielding,Kolkata Knight Riders,Home Win,Runs,28,Moderate Win,219,20,No,Normal
7,2019,Season 12,Bengaluru,28-03-2019,League,JJ Bumrah,M Chinnaswamy Stadium,Mumbai Indians,Royal Challengers Bengaluru,Royal Challengers Bengaluru,Fielding,Mumbai Indians,Home Win,Runs,6,Close Match,188,20,No,Normal
8,2019,Season 12,Hyderabad,29-03-2019,League,Rashid Khan,Rajiv Gandhi International Stadium,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,Bating,Sunrisers Hyderabad,Away Win,wickets,5,Moderate Win,199,20,No,Normal
9,2019,Season 12,Chandigarh,30-03-2019,League,MA Agarwal,"Punjab Cricket Association Stadium, Mohali",Mumbai Indians,Punjab Kings,Punjab Kings,Fielding,Punjab Kings,Away Win,wickets,8,Dominating Win,177,20,No,Normal
10,2019,Season 12,Delhi,30-03-2019,League,PP Shaw,"Arun Jaitley Stadium, Delhi",Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,Fielding,Delhi Capitals,Away Win,Tie,0,Other,186,20,Yes,Normal
11,2019,Season 12,Hyderabad,31-03-2019,League,JM Bairstow,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,Royal Challengers Bengaluru,Royal Challengers Bengaluru,Fielding,Sunrisers Hyderabad,Home Win,Runs,118,Dominating Win,232,20,No,Normal
12,2019,Season 12,Chennai,31-03-2019,League,MS Dhoni,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,Fielding,Chennai Super Kings,Home Win,Runs,8,Close Match,176,20,No,Normal
13,2019,Season 12,Chandigarh,01-04-2019,League,SM Curran,"Punjab Cricket Association Stadium, Mohali",Punjab Kings,Delhi Capitals,Delhi Capitals,Fielding,Punjab Kings,Home Win,Runs,14,Moderate Win,167,20,No,Normal
14,2019,Season 12,Jaipur,02-04-2019,League,S Gopal,Sawai Mansingh Stadium,Royal Challengers Bengaluru,Rajasthan Royals,Rajasthan Royals,Fielding,Rajasthan Royals,Away Win,wickets,7,Dominating Win,159,20,No,Normal
15,2019,Season 12,Mumbai,03-04-2019,League,HH Pandya,Wankhede Stadium,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,Fielding,Mumbai Indians,Home Win,Runs,37,Moderate Win,171,20,No,Normal
16,2019,Season 12,Delhi,04-04-2019,League,JM Bairstow,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,Fielding,Sunrisers Hyderabad,Away Win,wickets,5,Moderate Win,130,20,No,Normal
17,2019,Season 12,Bengaluru,05-04-2019,League,AD Russell,M Chinnaswamy Stadium,Royal Challengers Bengaluru,Kolkata Knight Riders,Kolkata Knight Riders,Fielding,Kolkata Knight Riders,Away Win,wickets,5,Moderate Win,206,20,No,Normal
18,2019,Season 12,Chennai,06-04-2019,League,Harbhajan Singh,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Punjab Kings,Chennai Super Kings,Bating,Chennai Super Kings,Home Win,Runs,22,Moderate Win,161,20,No,Normal
19,2019,Season 12,Hyderabad,06-04-2019,League,AS Joseph,Rajiv Gandhi International Stadium,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,Fielding,Mumbai Indians,Home Win,Runs,40,Moderate Win,137,20,No,Normal
20,2019,Season 12,Bengaluru,07-04-2019,League,K Rabada,M Chinnaswamy Stadium,Royal Challengers Bengaluru,Delhi Capitals,Delhi Capitals,Fielding,Delhi Capitals,Away Win,wickets,4,Moderate Win,150,20,No,Normal
21,2019,Season 12,Jaipur,07-04-2019,League,HF Gurney,Sawai Mansingh Stadium,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,Fielding,Kolkata Knight Riders,Away Win,wickets,8,Dominating Win,140,20,No,Normal
22,2019,Season 12,Chandigarh,08-04-2019,League,KL Rahul,"Punjab Cricket Association Stadium, Mohali",Sunrisers Hyderabad,Punjab Kings,Punjab Kings,Fielding,Punjab Kings,Away Win,wickets,6,Moderate Win,151,20,No,Normal
23,2019,Season 12,Chennai,09-04-2019,League,DL Chahar,"MA Chidambaram Stadium, Chepauk",Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,Fielding,Chennai Super Kings,Away Win,wickets,7,Dominating Win,109,20,No,Normal
24,2019,Season 12,Mumbai,10-04-2019,League,KA Pollard,Wankhede Stadium,Punjab Kings,Mumbai Indians,Mumbai Indians,Fielding,Mumbai Indians,Away Win,wickets,3,Close Match,198,20,No,Normal
25,2019,Season 12,Jaipur,11-04-2019,League,MS Dhoni,Sawai Mansingh Stadium,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,Fielding,Chennai Super Kings,Away Win,wickets,4,Moderate Win,152,20,No,Normal
26,2019,Season 12,Kolkata,12-04-2019,League,S Dhawan,Eden Gardens,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,Fielding,Delhi Capitals,Away Win,wickets,7,Dominating Win,179,20,No,Normal
27,2019,Season 12,Mumbai,13-04-2019,League,JC Buttler,Wankhede Stadium,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,Fielding,Rajasthan Royals,Away Win,wickets,4,Moderate Win,188,20,No,Normal
28,2019,Season 12,Chandigarh,13-04-2019,League,AB de Villiers,"Punjab Cricket Association Stadium, Mohali",Punjab Kings,Royal Challengers Bengaluru,Royal Challengers Bengaluru,Fielding,Royal Challengers Bengaluru,Away Win,wickets,8,Dominating Win,174,20,No,Normal
29,2019,Season 12,Kolkata,14-04-2019,League,Imran Tahir,Eden Gardens,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,Fielding,Chennai Super Kings,Away Win,wickets,5,Moderate Win,162,20,No,Normal
30,2019,Season 12,Hyderabad,14-04-2019,League,KMA Paul,Rajiv Gandhi International Stadium,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,Fielding,Delhi Capitals,Home Win,Runs,39,Moderate Win,156,20,No,Normal
31,2019,Season 12,Mumbai,15-04-2019,League,SL Malinga,Wankhede Stadium,Royal Challengers Bengaluru,Mumbai Indians,Mumbai Indians,Fielding,Mumbai Indians,Away Win,wickets,5,Moderate Win,172,20,No,Normal
32,2019,Season 12,Chandigarh,16-04-2019,League,R Ashwin,"Punjab Cricket Association Stadium, Mohali",Punjab Kings,Rajasthan Royals,Rajasthan Royals,Fielding,Punjab Kings,Home Win,Runs,12,Moderate Win,183,20,No,Normal
33,2019,Season 12,Hyderabad,17-04-2019,League,DA Warner,Rajiv Gandhi International Stadium,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,Bating,Sunrisers Hyderabad,Away Win,wickets,6,Moderate Win,133,20,No,Normal
34,2019,Season 12,Delhi,18-04-2019,League,HH Pandya,"Arun Jaitley Stadium, Delhi",Mumbai Indians,Delhi Capitals,Mumbai Indians,Bating,Mumbai Indians,Home Win,Runs,40,Moderate Win,169,20,No,Normal
35,2019,Season 12,Kolkata,19-04-2019,League,V Kohli,Eden Gardens,Royal Challengers Bengaluru,Kolkata Knight Riders,Kolkata Knight Riders,Fielding,Royal Challengers Bengaluru,Home Win,Runs,10,Close Match,214,20,No,Normal
36,2019,Season 12,Jaipur,20-04-2019,League,SPD Smith,Sawai Mansingh Stadium,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,Fielding,Rajasthan Royals,Away Win,wickets,5,Moderate Win,162,20,No,Normal
37,2019,Season 12,Delhi,20-04-2019,League,SS Iyer,"Arun Jaitley Stadium, Delhi",Punjab Kings,Delhi Capitals,Delhi Capitals,Fielding,Delhi Capitals,Away Win,wickets,5,Moderate Win,164,20,No,Normal
38,2019,Season 12,Hyderabad,21-04-2019,League,KK Ahmed,Rajiv Gandhi International Stadium,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,Fielding,Sunrisers Hyderabad,Away Win,wickets,9,Dominating Win,160,20,No,Normal
39,2019,Season 12,Bengaluru,21-04-2019,League,PA Patel,M Chinnaswamy Stadium,Royal Challengers Bengaluru,Chennai Super Kings,Chennai Super Kings,Fielding,Royal Challengers Bengaluru,Home Win,Runs,1,Close Match,162,20,No,Normal
40,2019,Season 12,Jaipur,22-04-2019,League,RR Pant,Sawai Mansingh Stadium,Rajasthan Royals,Delhi Capitals,Delhi Capitals,Fielding,Delhi Capitals,Away Win,wickets,6,Moderate Win,192,20,No,Normal
41,2019,Season 12,Chennai,23-04-2019,League,SR Watson,"MA Chidambaram Stadium, Chepauk",Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,Fielding,Chennai Super Kings,Away Win,wickets,6,Moderate Win,176,20,No,Normal
42,2019,Season 12,Bengaluru,24-04-2019,League,AB de Villiers,M Chinnaswamy Stadium,Royal Challengers Bengaluru,Punjab Kings,Punjab Kings,Fielding,Royal Challengers Bengaluru,Home Win,Runs,17,Moderate Win,203,20,No,Normal
43,2019,Season 12,Kolkata,25-04-2019,League,VR Aaron,Eden Gardens,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,Fielding,Rajasthan Royals,Away Win,wickets,3,Close Match,176,20,No,Normal
